Study name,Open Access,ECPC member,ECPC affiliation,Same sample as,Country,Setting/location,Latitude,Longitude,Longitudinal,Design,Follow-up (months),Quant/qual,Type,Intervention name,Control,Randomized,Sample size,Age 0-8,Age 9-25,Adult,Caregiver,Teacher,Key demographics,Child: Reading,Child: Writing,Child: Mathematics,Child: Cognitive,Child: Language,Child: Executive function,Child: Motor skills,Child: Social-emotional,Child: Mental health,Child: Behavioral,Child: Physical health,Child: Victimization,Caregiver: Mental health & well-being,Caregiver: positive/responsive,Caregiver: harsh/violent discipline,Caregiver: family unit,Caregiver outcomes (detail),Teacher/classroom outcomes,Biomarkers,Findings: Psychometrics,Findings: Descriptive,Findings: Group differences,Findings: Associations,Findings: Moderation,Findings: Mediation,Findings: Intervention impact,Key finding 1,Key finding 2,Key finding 3,Effect sizes,Notes,Authors,Year,Journal,DOI,OA URL,OpenAlex ID,Cited by,Abstract
"Betancourt, Theresa — 2023 — Ebola Virus Disease Sensitization: Community-Driven Efforts in Sierra Leone",Yes,"Betancourt, Theresa",Boston College School of Social Work,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"K. Megan Collier, Elizabeth K. Klein, Stephen Sevalie, Bailah Molleh, Yusuf Kabba, Abdulai Kargbo, Joseph Benjamin Bangura, Henry Gbettu, Stewart Simms, Clara O’Leary, Stacy S. Drury, John S. Schieffelin, Theresa S. Betancourt, Thomas M. Crea",2023,Journal of Community Health,10.1007/s10900-023-01265-x,https://pmc.ncbi.nlm.nih.gov/articles/PMC11610494/pdf/nihms-2031808.pdf,https://openalex.org/W4385476956,6,
"Betancourt, Theresa — 2023 — Integrating Youth Readiness Intervention and Entrepreneurship in Sierra Leone: A Hybrid…",Yes,"Betancourt, Theresa",Boston College School of Social Work,,,,,,no,cluster RCT,,quantitative,intervention,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jordan Freeman, Jordan Farrar, Matias Placencio‐Castro, Alethea Desrosiers, Robert T. Brennan, Nathan B. Hansen, Adeyinka M. Akinsulure‐Smith, Shaobing Su, Joseph Benjamin Bangura, Theresa S. Betancourt",2023,Journal of the American Academy of Child & Adolescent Psychiatry,https://doi.org/10.1016/j.jaac.2023.09.552,https://pmc.ncbi.nlm.nih.gov/articles/PMC11891814/pdf/nihms-2033346.pdf,https://openalex.org/W4390084090,10,
"Betancourt, Theresa — 2023 — Measuring the cost-effectiveness of a home-visiting intervention to promote early child…",Yes,"Betancourt, Theresa",Boston College School of Social Work,,Jordan; South Africa; United States,,30.59,36.24,no,Cost-effectiveness analysis (RCT-based),,quantitative,intervention,Sugira Muryango (home-visiting),,unclear,,,,,,,rural; parent,,,,Yes,,,,,,,,Yes,,,,,economic outcomes,,,,,,,,,Yes,"For example, the cost-effectiveness analysis of 25 home visiting programmes versus usual care for the prevention of child maltreatment (predominantly in the USA) esti- mated cost-effectiveness as programme cost per case of maltreatment averted [22].","Given, however, that ECD interventions, such as home-visiting interventions, are known to improve multiple outcomes, select",,US$456 per family,,"Chris Desmond, Kathryn Watt, Sarah K. G. Jensen, Erik Simmons, Shauna M. Murray, Jordan Farrar, Matias Placencio‐Castro, Vincent Sezibera, Laura B. Rawlings, Briana Wilson, Theresa S. Betancourt",2023,PLOS Global Public Health,https://doi.org/10.1371/journal.pgph.0002473,https://journals.plos.org/globalpublichealth/article/file?id=10.1371/journal.pgph.0002473&type=printable,https://openalex.org/W4387909691,5,"Early childhood development (ECD) programmes are heralded as a way to improve children's health and educational outcomes. However, few studies in developing countries calculate the effectiveness of quality early childhood interventions. This study estimates the cost and cost-effectiveness of the Sugira Muryango (SM) trial, a home-visiting intervention to improve ECD outcomes through positive parent-child relationships. Cost-effectiveness analysis of ECD interventions is challenging given their potential to have multiple benefits. We propose a cost-effectiveness method using a single outcome, in this case the improvement in cognitive development per home-visit session, as an indication of efficiency comparable across similar interventions. The trial intervention cost US$456 per family. This cost will likely fall below US$200 if the intervention is scaled through government systems. The cost-effectiveness analysis suggests that while SM generated a relatively small impact on markers of early development, it did so efficiently. The observed improvements in cognitive development per home-visit are similar to other home-visiting interventions of longer duration. SM by focusing on the family had benefits beyond ECD, including reductions in violence against children and intermate partner violence, further analysis is needed to include these returns in the economic evaluation."
"Betancourt, Theresa — 2023 — Promoting positive development among refugee adolescents",Yes,"Betancourt, Theresa",Boston College School of Social Work,,Global,,,,no,review,,quantitative,observational,,,not applicable,,,,,,,refugees/IDPs,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,"In this consensus statement, we examine research on refugee adolescents' developmental tasks, acculturative tasks, and psychological adjustment using Suárez-Orozco and colleague's integrative risk and resilience model for immigrant-origin children and youth proposed by Suárez-Orozco et al.","Finally, we discuss recommendations-moving from proximal to more distal contexts.",,,,"Saida M. Abdi, Adeyinka M. Akinsulure‐Smith, Anna Sarkadi, Mina Fazel, B. Heidi Ellis, Sarah Gillespie, Linda P. Juang, Theresa S. Betancourt",2023,Journal of Research on Adolescence,https://doi.org/10.1111/jora.12890,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jora.12890,https://openalex.org/W4387439361,28,"Of the estimated 35.3 million refugees around the world (UNHCR, Figures at a Glance, 2022), approximately 50% are children under the age of 18. Refugee adolescents represent a unique group as they navigate developmental tasks in an unstable and often threatening environment or in resettlement contexts in which they often face marginalization. In addition to physiological, social, and psychological changes that mark adolescence, refugee youth often face traumatic experiences, acculturative stress, discrimination, and a lack of basic resources. In this consensus statement, we examine research on refugee adolescents' developmental tasks, acculturative tasks, and psychological adjustment using Suárez-Orozco and colleague's integrative risk and resilience model for immigrant-origin children and youth proposed by Suárez-Orozco et al. Finally, we discuss recommendations-moving from proximal to more distal contexts."
"Betancourt, Theresa — 2023 — The adaptation of a youth mental health intervention to a peer-delivery model utilizing…",Yes,"Betancourt, Theresa",Boston College School of Social Work,,Low- And Middle-Income; Sierra Leone,,,,no,"Qualitative (participatory adaptation, ADAPT-ITT)",,quantitative,intervention,Youth Readiness Intervention (YRI) peer-delivery model,,unclear,,,,,,,gender,Yes,,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,"The use of participatory methods generated modifications that reflected youth experiences, needs, and concerns as facilitators and participants.",Next steps include refinement and pilot testing of the adapted intervention.,,,,"Jordan Freeman, Alethea Desrosiers, Carolyn Schafer, Patricia Kamara, Jordan Farrar, Adeyinka M. Akinsulure‐Smith, Theresa S. Betancourt",2023,Transcultural Psychiatry,https://doi.org/10.1177/13634615231202091,https://pmc.ncbi.nlm.nih.gov/articles/PMC11708923/pdf/nihms-2033328.pdf,https://openalex.org/W4387564259,10,"Low- and middle-income countries (LMICs) carry a significant proportion of the global burden of untreated mental health disorders. Peer-delivered programs offer LMICs with limited mental health professionals an opportunity to increase mental health service access. This study describes the process of adapting a lay-worker-delivered evidence-based youth mental health intervention to a peer-delivery model in Sierra Leone using participatory methods. We convened Youth Community Advisory Boards (YCABs) as partners to develop a peer-delivery model for an evidence-based intervention. In collaboration with YCABs, the Assessment, Decision, Administration, Production, Topical experts, Integration, Training, Testing (ADAPT-ITT) framework was applied to guide the adaptation. The ADAPT-ITT framework is an eight-step process to adapt evidence-based interventions. The ADAPT-ITT framework facilitated the adaptation of the Youth Readiness Intervention (YRI), an evidence-based mental health program intervention that has been delivered by adult lay-workers to the youth peer-delivery platform in Sierra Leone. The YCABs identified program modifications, including the incorporation of storytelling, refinement of metaphors, and alterations to make delivery more accessible to low-literacy youth with particular attention to gender. YCABs also provided recommendations on how to support youth facilitators in providing psychosocial support, emphasizing self-care and boundary setting to ensure high-quality intervention delivery and do-no-harm principles. Study findings suggest that the ADAPT-ITT framework can be feasibly applied to guide the intervention adaptation process in LMICs. The use of participatory methods generated modifications that reflected youth experiences, needs, and concerns as facilitators and participants. Next steps include refinement and pilot testing of the adapted intervention."
"Betancourt, Theresa — 2024 — Advancing sustainable implementation of an evidence-based mental health intervention in…",Yes,"Betancourt, Theresa",Boston College School of Social Work,,Low- And Middle-Income; Sierra Leone,Secondary schools,,,yes,cluster RCT,,quantitative,intervention,Youth Readiness Intervention (YRI) with mobile-based supervision,Standard in-person supervision; waitlist control,yes,20,,,,,,Secondary-school teachers and youth,,,,,,,,,Yes,Yes,,,,,,,,yes (see abstract),,,,,,,,Yes,"Its demonstrated effectiveness in prior research and its simple, transdiagnostic elements make it highly suitable for delivery in resource-constrained com - munity settings (i.e., schools in Sierra Leone) by a range of lay workers with a basic level of education.",,,,,"Alethea Desrosiers, Bidemi Carrol, Haley Ritsema, Walker Higgins, Fatoma Momoh, Theresa S. Betancourt",2024,BMC Public Health,https://doi.org/10.1186/s12889-024-17928-w,https://bmcpublichealth.biomedcentral.com/counter/pdf/10.1186/s12889-024-17928-w,https://openalex.org/W4391514532,0,"BACKGROUND: Mental health disorders among youth contribute substantially to the global burden of disease, which is exacerbated in low- and middle-income countries (LMICs) due to large mental health treatment gaps. In Sierra Leone, a West African country with a long history of complex adversity, the mental health treatment gap is estimated at 98%. Implementing innovative mental health interventions that can be sustained at scale is a priority. The Youth Readiness Intervention (YRI) is an evidence-based mental health intervention for youth that can be delivered feasibly by lay health workers/nonspecialists. Using mobile-based technologies to assist implementation could improve the reach and sustainability of the YRI in Sierra Leone. This study aims to train teachers to deliver the YRI in Sierra Leone's secondary schools and test the feasibility, acceptability, cost, and fidelity to the YRI of a mobile-based supervision model compared with standard, in-person supervision. METHODS: We will conduct a hybrid type 3 implementation-effectiveness cluster randomized trial to assess the feasibility, acceptability, costs and fidelity to the YRI implemented by teachers receiving mobile-based supervision vs. standard supervision. Enrolled schools (N = 50) will be randomized to YRI + mobile supervision (N = 20), YRI + standard supervision (N = 20) or waitlist control (N = 10). We will recruit and enroll four teachers per intervention-condition school (N = 160) and 1200 youth. We will collect data on implementation outcomes among teachers, principals and youth via a mixed methods approach at baseline and post-intervention. We will also collect quantitative data on youth mental health and functioning as secondary outcomes at baseline and post-intervention, as well as cost-effectiveness data at 12-month follow-up. DISCUSSION: Study findings have the potential to expand the reach of mental health services among youth in low-resource settings via a teacher workforce. The use of mobile"
"Betancourt, Theresa — 2024 — Applying the Exploration, Preparation, Implementation, Sustainment framework",Yes,"Betancourt, Theresa",Boston College School of Social Work,,,,,,yes,Framework application / case studies,,quantitative,observational,,,unclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,"The Exploration, Preparation, Implementation and Sustainment (EPIS) framework combines characteristics of process models and determinant frameworks.",,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Erika L. Crable, Ryan G. Kenneally, Theresa S. Betancourt, Gregory A. Aarons",2024,Implementation Science,10.4324/9781003318125-15,http://dx.doi.org/10.4324/9781003318125-15,https://openalex.org/W4393150756,0,"The Exploration, Preparation, Implementation and Sustainment (EPIS) framework combines characteristics of process models and determinant frameworks. As a process model, EPIS acknowledges that implementers must often revisit implementation activities over time to mitigate challenges that occur in the implementation process. The process is distinguished into four phases: Exploration; Preparation; Implementation; and Sustainment. As a determinant framework, EPIS describes a set of determinants in the four phases of the implementation process: Outer context factors; Inner context factors; Bridging factors; and Innovation factors. This chapter presents three case studies that demonstrate how EPIS can be applied in implementation science research."
"Betancourt, Theresa — 2024 — Cultural adaptation of an evidence-based intervention to address mental health among…",Yes,"Betancourt, Theresa",Boston College School of Social Work,,Colombia; Low- And Middle-Income,,4.57,-74.3,no,qualitative,,mixed,intervention,Youth Readiness Intervention (YRI),,not applicable,Conflict-affected youth aged 18-28,,Youth aged 18-28,,,,Conflict-affected Colombian youth aged 18-28,,,,,,,,,Yes,,,,,,,,,,,,,,,,,Yes,"The Testing phase revealed significant improvements in emotion regulation and functional impairment, suggesting the YRI is a promising intervention among conflict-affected Colombian youth.","The Testing phase revealed significant improvements in emotion regulation and functional impairment, suggesting the YRI is a promising intervention among conflict-affected Colombian youth.",,,,"María Piñeros-Leaño, Alethea Desrosiers, Natalia Piñeros-Leaño, Andrés Moya, Catalina Canizares-Escobar, Lyann Tam, Theresa S. Betancourt",2024,Cambridge Prisms Global Mental Health,https://doi.org/10.1017/gmh.2024.106,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/AF765D57244EE7F4069C1BBCCCBE638C/S2054425124001067a.pdf/div-class-title-cultural-adaptation-of-an-evidence-based-intervention-to-address-mental-health-among-youth-affected-by-armed-conflict-in-colombia-an-application-of-the-adapt-itt-approach-and-frame-is-reporting-protocols-div.pdf,https://openalex.org/W4404831830,8,"Background: In Colombia, over 9 million people have been impacted by armed conflict, creating a significant need for mental health services. This study aimed to culturally adapt and pilot test the Youth Readiness Intervention (YRI), an evidence-based transdiagnostic mental health intervention, for conflict-affected Colombian youth aged 18-28 years. Methods: The eight phases of the Assessment, Decision, Administration, Production, Topical Experts, Integration, Training, and Testing (ADAPT-ITT) framework were used to culturally adapt the YRI for conflict-affected Colombian youth. The Framework for Reporting Adaptations and Modifications to Evidence-based Implementation Strategies (FRAME-IS) was used to track the adaptations made. Qualitative and quantitative data were gathered and analyzed throughout the adaptation process. Results: Data from the Assessment phase demonstrated a high need for mental health interventions among conflict-affected youth. The Testing phase revealed significant improvements in emotion regulation and functional impairment, suggesting the YRI is a promising intervention among conflict-affected Colombian youth. Qualitative data confirmed the intervention's acceptability among youth and mental health providers. Conclusions: The YRI was successfully adapted for conflict-affected Colombian youth. Future studies using randomized designs are needed to test the effectiveness of the YRI for improving mental health among larger samples of Colombian conflict-affected youth."
"Betancourt, Theresa — 2024 — Exploring Nonspecialist Preparedness to Deliver an Evidence-Based, Family Strengthening…",No,"Betancourt, Theresa",Boston College School of Social Work,,,,,,no,qualitative,,qualitative,intervention,,,not applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[auto-coded from title+abstract; verify location/sample/findings against full text],"Laura Bond, Faith Cheonga, William Byansi, Eve S. Puffer, Theresa S. Betancourt",2024,The Journal of Behavioral Health Services & Research,10.1007/s11414-024-09913-3,,https://openalex.org/W4402842768,2,
"Betancourt, Theresa — 2024 — Maternal Subjective Wellbeing and the Cognitive and Socioemotional Outcomes of 3- to…",No,"Betancourt, Theresa",Boston College School of Social Work,,,,,,no,unclear,,quantitative,observational,,,unclear,,,,,,,,,,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,"Ngozi V. Enelamah, Margaret Lombe, Theresa S. Betancourt, Ce Shen, David R. Williams",2024,Journal of Child and Family Studies,https://doi.org/10.1007/s10826-023-02763-1,,https://openalex.org/W4390584402,2,
"Betancourt, Theresa — 2024 — Parenting and family interventions in lower and middle-income countries for child and…",Yes,"Betancourt, Theresa",Boston College School of Social Work,,Low- and middle-income (multiple),,,,no,systematic review,,quantitative,review,,,not applicable,18193,,,,,,caregivers,,,,,Yes,,,,Yes,,,,Yes,,,,mental health/wellbeing; economic outcomes,,,,,,,,,Yes,"MAIN FINDINGS: We found a total of 80 studies (n = 18,193 participants) representing 64 different family or parenting interventions, 43 of which had evidence of effect for a child or adolescent mental health outcome.",,,"80 studies, n=18,193; 43/64 interventions effective",,"Tania Bosqui, Anas Mayya, Sally Farah, Zahraa Shaito, Mark J. D. Jordans, Gloria A. Pedersen, Theresa S. Betancourt, Alan Carr, Michael Donnelly, Felicity L. Brown",2024,Comprehensive Psychiatry,https://doi.org/10.1016/j.comppsych.2024.152483,https://doi.org/10.1016/j.comppsych.2024.152483,https://openalex.org/W4393971121,44,"BACKGROUND: Given the protective effect of nurturing caregivers and families for child and adolescent mental health, there is a need to review and synthesize research evidence regarding the effectiveness of parenting and family interventions in low and middle-income countries, including humanitarian settings. To advance practice, further understanding of the active ingredients of such interventions and implementation factors that lead to effectiveness are essential. METHOD: This systematic review, an update from a previous review, included studies on any parenting or family intervention for children and adolescents aged 0-24, living in a low- or middle-income country, that quantitatively measured child or adolescent mental health outcomes. We searched Global Health, PubMed, PsychINFO, PILOTS and the Cochrane Library databases on the 9th July 2020, and updated on the 12th August 2022. Risk of bias was assessed using an adapted version of the NIH Quality Assessment Tool. We extracted data on: effectiveness outcomes, practice elements included in effective interventions, and implementation challenges and successes. MAIN FINDINGS: We found a total of 80 studies (n = 18,193 participants) representing 64 different family or parenting interventions, 43 of which had evidence of effect for a child or adolescent mental health outcome. Only 3 studies found no effect on child, adolescent or caregiver outcomes. The most common practice elements delivered in effective interventions included caregiver psychoeducation, communication skills, and differential reinforcement. Key implementation strategies and lessons learned included non-specialist delivery, the engagement of fathers, and integrated or multi-sector care to holistically address family needs. PRELIMINARY CONCLUSIONS: Despite a high level of heterogeneity, preliminary findings from the review are promising and support the use of parenting and family interventions to address the wider social ecology of children in low reso"
